ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Random Choice,Task Completion,2,506,0.00274397935314072,0.987039462883447,4.88571472281178,0.273647998286337,0.446907716819765,0.703215899643341,0.897353146343269,0.000160960078658095,1994751,5083.68070483441,4842
Response Threshold,Task Demand,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.00238526011410783,4280380,-1902240.94731165,1
Satisfaction Threshold,Task Demand,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.336524017657272,239002,-352735.947311652,3936
Composite Threshold,Task Demand,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.326464683861788,520021,-335461.947311652,3391
Random Choice,Task Demand,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,0.825682777611912,0.0716265320645778,0.00265667957597713,639329,-17641.9473116519,4922
Response Threshold,Task Completion,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.000242534828533161,4399215,-1830265.94731165,1
Satisfaction Threshold,Task Completion,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.230226946849017,249261,-384884.947311652,2772
Composite Threshold,Task Completion,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,NaN,NaN,0.238424498605214,635409,-378200.947311652,2370
Random Choice,Task Completion,4,967,0.00129917474156485,0.83465190015876,9.77626577484864,0.533103465763265,0.441563625999397,0.483196084520109,0.0404853466150942,0.0050523622002451,361569,-5366.94731165189,4897
Response Threshold,Task Demand,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.00245754841548712,2575345,-804325.578162771,1
Satisfaction Threshold,Task Demand,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.369512823237187,380520,-69362.5781627707,3059
Composite Threshold,Task Demand,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.432605423866406,328481,-113097.578162771,2256
Random Choice,Task Demand,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,0.165244882520616,0.0350312189503978,0.0132052239415189,186212,-8208.57816277072,4907
Response Threshold,Task Completion,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.000589493250102829,2636329,-762041.578162771,1
Satisfaction Threshold,Task Completion,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.236884139423806,451312,-182750.578162771,2285
Composite Threshold,Task Completion,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,NaN,NaN,0.303485007562633,531086,-193731.578162771,1900
Random Choice,Task Completion,8,643,0.00145090034860105,0.694376449086722,9.34236597313637,0.349434255188137,0.738580904396663,0.802961913789214,0.173201240566637,0.00251212154248712,916929,-15521.5781627707,4924
Response Threshold,Task Demand,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,3427822,-2102637.43068351,1
Satisfaction Threshold,Task Demand,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,587160,-3162557.43068351,1
Composite Threshold,Task Demand,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,2135908,-1070798.43068351,1
Random Choice,Task Demand,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,0.917047493170251,0.153692157585019,Inf,1213976,-16283.4306835067,4925
Response Threshold,Task Completion,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,4420632,-1564784.43068351,1
Satisfaction Threshold,Task Completion,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,179178,-521600.430683507,1279
Composite Threshold,Task Completion,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,NaN,NaN,Inf,1399658,-284998.430683507,3892
Random Choice,Task Completion,1,921,0.00139556152769169,0.923033610375041,2.59111981029256,0.82148395200434,0.0714030069271485,0.936201439181248,0.156972956272622,Inf,1239155,-16388.4306835067,4926
Response Threshold,Task Demand,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.118729777202933,2935973,-128408.963941269,2595
Satisfaction Threshold,Task Demand,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.308006976488214,925027,-50299.9639412693,1838
Composite Threshold,Task Demand,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.384751478604896,1130949,-65972.9639412693,893
Random Choice,Task Demand,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,0.520333520536131,0.862729610665147,0.000199209457656692,3186303,-5787.96394126932,4925
Response Threshold,Task Completion,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.146512397414578,2889710,-154719.963941269,2681
Satisfaction Threshold,Task Completion,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.15962066132445,948766,-131006.963941269,1193
Composite Threshold,Task Completion,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,NaN,NaN,0.251813607478396,1589610,-109314.963941269,1261
Random Choice,Task Completion,2,982,0.00318073856331969,0.851137574872117,5.87366684497023,0.344200349598642,0.705786352277169,0.188864948006625,0.305704883603209,0.000860411472686098,1145276,22543.0360587307,4638
Response Threshold,Task Demand,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.00168145769628335,1300602,-361728.80037742,1
Satisfaction Threshold,Task Demand,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.16101217704279,77763,-222799.80037742,292
Composite Threshold,Task Demand,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.105456302586793,510529,-97957.8003774199,2079
Random Choice,Task Demand,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,0.6460375488982,0.218907201470471,0.00108586061646758,465265,2495.19962258008,4899
Response Threshold,Task Completion,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.000224365389133426,1371004,-323707.80037742,1
Satisfaction Threshold,Task Completion,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.103535421406597,65546,-130558.80037742,1020
Composite Threshold,Task Completion,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,NaN,NaN,0.0678705689238937,522356,-91056.8003774199,1657
Random Choice,Task Completion,4,284,0.00161016475027355,0.933470393436118,4.0581421246219,0.539219870253812,0.142102355443782,0.340054032071333,0.114532181264145,0.00241239199288935,243446,4132.19962258008,4910
Response Threshold,Task Demand,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.00591713067375797,2857423,-2390650.1542827,1
Satisfaction Threshold,Task Demand,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.246534225848322,624282,-1170849.1542827,1
Composite Threshold,Task Demand,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.241459654179345,709544,-988639.154282699,264
Random Choice,Task Demand,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,0.185798663117867,0.725583962088129,0.00172157357427234,1366574,-4199830.1542827,1
Response Threshold,Task Completion,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.000792116235208874,3156334,-2100221.1542827,1
Satisfaction Threshold,Task Completion,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.0940079949737,235983,-767477.154282699,2658
Composite Threshold,Task Completion,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,NaN,NaN,0.0964513029049429,360803,-737554.154282699,3570
Random Choice,Task Completion,8,924,0.00107810670022075,0.519040550289972,1.93520851188228,0.740577029114906,0.757150757225449,0.62815806616448,0.0246338785484825,0.0158150985727192,219529,-697061.154282699,4819
Response Threshold,Task Demand,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,3333840,-960125.56936174,1
Satisfaction Threshold,Task Demand,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,510902,-244813.56936174,3548
Composite Threshold,Task Demand,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,989839,-212889.56936174,2695
Random Choice,Task Demand,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,0.356244167320408,0.0805580939285534,Inf,519992,-4588.56936173979,4926
Response Threshold,Task Completion,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,3348524,-950053.56936174,1
Satisfaction Threshold,Task Completion,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,606021,-427048.56936174,1356
Composite Threshold,Task Completion,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,NaN,NaN,Inf,904743,-421506.56936174,913
Random Choice,Task Completion,1,790,0.00146930930467606,0.736054491719667,7.44400507923236,0.292419762110946,0.23935345844326,0.71760383067574,0.156784615393299,Inf,1016884,15574.4306382602,4836
Response Threshold,Task Demand,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.0131603282465767,262132,-6894.0254946925,154
Satisfaction Threshold,Task Demand,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.0025601642566593,444006,90241.9745053075,527
Composite Threshold,Task Demand,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.0144764132568678,245431,-6904.0254946925,122
Random Choice,Task Demand,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,0.0360314722172366,0.970820496015453,0.00254992416911828,285012,891.974505307502,4848
Response Threshold,Task Completion,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.0133557598857648,265437,-5100.0254946925,367
Satisfaction Threshold,Task Completion,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.00257655047240173,442796,90346.9745053075,551
Composite Threshold,Task Completion,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,NaN,NaN,0.0142702549996259,249730,-5198.0254946925,396
Random Choice,Task Completion,2,819,0.0336745963123537,0.942557644880123,6.90527670405147,0.473660521704589,0.0169988463380168,0.0195031167606463,0.557803312241289,0.00648525529144296,154419,-7750.0254946925,4897
Response Threshold,Task Demand,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.388881814974871,596559,-12176.6075783077,595
Satisfaction Threshold,Task Demand,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.00216140781866682,2749951,871795.392421692,232
Composite Threshold,Task Demand,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.546811232079616,519457,-11388.6075783077,312
Random Choice,Task Demand,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,0.129461657510705,0.806336781580011,0.00127806016439029,965305,13953.3924216923,4350
Response Threshold,Task Completion,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.145669417604449,2231279,1548511.39242169,390
Satisfaction Threshold,Task Completion,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.00767507556190245,2572417,1056497.39242169,243
Composite Threshold,Task Completion,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,NaN,NaN,0.149499533131309,1136291,179406.392421692,459
Random Choice,Task Completion,4,867,0.00890555782913748,0.522441038150018,3.79183245084993,0.645642509384412,0.464768837268862,0.116797878052891,0.770989045363317,0.00144593383848151,878144,-15173.6075783077,4922
Response Threshold,Task Demand,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.0103410194411784,2236046,-190919.69591597,3408
Satisfaction Threshold,Task Demand,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.0198364239274316,2030411,-171869.69591597,3812
Composite Threshold,Task Demand,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.0266835307744037,2026750,-187769.69591597,1900
Random Choice,Task Demand,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,0.786279394661123,0.913199816878494,0.000471900032628035,3739515,-6260.69591597049,4925
Response Threshold,Task Completion,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.00794614722012448,2418417,-43990.6959159705,4478
Satisfaction Threshold,Task Completion,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.00934883425230349,1916222,-28369.6959159705,4523
Composite Threshold,Task Completion,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,NaN,NaN,0.0183503976624887,1980133,-39148.6959159705,3248
Random Choice,Task Completion,8,885,0.00258588864041565,0.60082258990934,2.25364092847194,0.747898924434959,0.186184126117111,0.110560712433263,0.129174650479671,0.00594245351423684,526759,-14656.6959159705,4923
Response Threshold,Task Demand,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,3658601,-1858250.23687593,1
Satisfaction Threshold,Task Demand,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,872004,-982829.236875925,1
Composite Threshold,Task Demand,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,1362064,-566668.236875925,4629
Random Choice,Task Demand,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,0.72969442139054,0.0505982466698431,Inf,467745,3429.76312407479,4923
Response Threshold,Task Completion,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,3939998,-1646391.23687593,1
Satisfaction Threshold,Task Completion,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,678322,-696218.236875925,1069
Composite Threshold,Task Completion,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,NaN,NaN,Inf,1277647,-661130.236875925,1534
Random Choice,Task Completion,1,985,0.0012843123725526,0.666856926698099,2.05401692136826,0.336713435263495,0.298193613065257,0.607189635161871,0.0417844290110413,Inf,385849,5935.76312407479,4919
Response Threshold,Task Demand,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.0049757586408246,2128576,-515381.529258472,1
Satisfaction Threshold,Task Demand,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.213906580556544,524659,-155937.529258472,4174
Composite Threshold,Task Demand,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.202902768674245,759808,-128251.529258472,2802
Random Choice,Task Demand,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,0.617660597318294,0.218656468850521,0.000566370069171184,889355,-1595.52925847215,4926
Response Threshold,Task Completion,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.000174976850228085,2268372,-415559.529258472,1
Satisfaction Threshold,Task Completion,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.133881458282304,570058,-229739.529258472,1654
Composite Threshold,Task Completion,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,NaN,NaN,0.15939491124806,897040,-221448.529258472,1766
Random Choice,Task Completion,2,551,0.00162351332142715,0.699960171335344,3.27537190180528,0.184067190927783,0.625807192696904,0.656465698463577,0.228659334488839,0.000484585134146289,934249,7503.47074152785,4893
Response Threshold,Task Demand,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.000330447084375007,296941,-142081.258831464,1
Satisfaction Threshold,Task Demand,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.235750768926907,6895,-7997.2588314641,4145
Composite Threshold,Task Demand,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.245431484558111,19388,-6201.2588314641,4152
Random Choice,Task Demand,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,0.715006044876747,0.0106895028806703,0.0204023203781583,7395,1273.7411685359,4608
Response Threshold,Task Completion,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.000272967893003378,297349,-142283.258831464,1
Satisfaction Threshold,Task Completion,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.104943693909183,29040,-53398.2588314641,291
Composite Threshold,Task Completion,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,NaN,NaN,0.0982387141769703,84620,-52481.2588314641,349
Random Choice,Task Completion,4,69,0.00122257237563064,0.757026898207893,5.89336871499937,0.0888377949983731,0.0163159391033095,0.889237317058356,0.0188433561001367,0.0132011121986052,12959,-824.258831464103,4917
Response Threshold,Task Demand,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.00387039785503124,1206607,-1096220.95788455,1
Satisfaction Threshold,Task Demand,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.15098772440882,86259,-1555594.95788455,1
Composite Threshold,Task Demand,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.0466540008073388,649380,-664273.957884554,1
Random Choice,Task Demand,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,0.772665656086028,0.734512844175372,0.00068293906311543,1174721,-918419.957884554,1
Response Threshold,Task Completion,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.000401506436781633,1535318,-926433.957884554,1
Satisfaction Threshold,Task Completion,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.159697221060914,8416,-301021.957884554,147
Composite Threshold,Task Completion,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,NaN,NaN,0.0300848398669412,175208,-254942.957884554,2944
Random Choice,Task Completion,8,312,0.00108909839635377,0.969193840610456,1.36666479248579,0.768945509103355,0.286501156664341,0.00145571300384961,0.273227343746193,0.232005470321366,4602,-1710515.95788455,1
Response Threshold,Task Demand,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,409101,-18451.269423429,1504
Satisfaction Threshold,Task Demand,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,714809,55546.730576571,1744
Composite Threshold,Task Demand,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,474469,-21381.269423429,1344
Random Choice,Task Demand,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,0.180242509553641,0.568449638502499,Inf,380539,-2845.26942342904,4926
Response Threshold,Task Completion,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,737737,237459.730576571,665
Satisfaction Threshold,Task Completion,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,593754,225779.730576571,601
Composite Threshold,Task Completion,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,NaN,NaN,Inf,667084,284042.730576571,454
Random Choice,Task Completion,1,278,0.00493625090278524,0.641078949154482,1.72306193916482,0.917469926622707,0.135285657704558,0.0996876986598355,0.307855870342852,Inf,208825,1236.73057657096,4861
Response Threshold,Task Demand,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.00117008369995769,997673,-676779.848578105,1
Satisfaction Threshold,Task Demand,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.205697337266996,20521,-487944.848578105,1
Composite Threshold,Task Demand,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.144630025935213,66315,-186949.848578105,4284
Random Choice,Task Demand,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,0.820697939537986,0.0603876305740514,0.00189001400497427,117466,-223091.848578105,1
Response Threshold,Task Completion,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.000100372457532057,1023769,-663451.848578105,1
Satisfaction Threshold,Task Completion,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.252551160040616,1045,-172467.848578105,4584
Composite Threshold,Task Completion,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,NaN,NaN,0.242180417273889,2227,-152641.848578105,4829
Random Choice,Task Completion,2,208,0.00104731563184386,0.969335668676415,6.71748988100841,0.572697803661269,0.150036485906874,0.136987847748527,0.943872437820025,0.000758094239034004,248262,-1060012.84857811,1
Response Threshold,Task Demand,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.00417121691659319,1664020,-125520.607549786,3721
Satisfaction Threshold,Task Demand,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.0802034078367725,217632,-137484.607549786,1022
Composite Threshold,Task Demand,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.0537184850387325,868517,-100829.607549786,838
Random Choice,Task Demand,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,0.428041738996367,0.378852840250185,0.000882023980094597,800371,5808.39245021413,4820
Response Threshold,Task Completion,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.00218459219899159,1738123,-83820.6075497859,3958
Satisfaction Threshold,Task Completion,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.0653907238802501,208365,-92011.6075497859,723
Composite Threshold,Task Completion,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,NaN,NaN,0.044991266765507,850144,-61765.6075497859,1029
Random Choice,Task Completion,4,398,0.00227237127924806,0.898835394022542,6.58443119244027,0.61687911134877,0.0809453130768057,0.588384113084501,0.519238997759601,0.000598383324650475,1097767,6324.39245021413,4878
Response Threshold,Task Demand,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.01668732120952,982914,-71159.4342717432,4649
Satisfaction Threshold,Task Demand,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.274173814217734,356294,-32785.4342717432,2288
Composite Threshold,Task Demand,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.306886629258852,411122,-30367.4342717432,1618
Random Choice,Task Demand,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,0.929346977092774,0.89800543831559,0.000489532041909333,1297312,1432.56572825683,4903
Response Threshold,Task Completion,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.0312381755593614,985522,-69826.4342717432,4197
Satisfaction Threshold,Task Completion,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.0509528129532421,372140,-65224.4342717432,2858
Composite Threshold,Task Completion,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,NaN,NaN,0.0822335254084121,595714,-41712.4342717432,2449
Random Choice,Task Completion,8,284,0.00236393686371565,0.756318245795492,2.24201233301721,0.887562594562389,0.751269609698419,0.881288689873417,0.841457550801144,0.000520797302557389,1222439,5527.56572825683,4788
Response Threshold,Task Demand,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,1049084,-804644.055154602,1
Satisfaction Threshold,Task Demand,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,609387,-720898.055154602,1
Composite Threshold,Task Demand,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,703439,-561885.055154602,1
Random Choice,Task Demand,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,0.857632440117574,0.173786844482532,Inf,496653,-356466.055154602,1
Response Threshold,Task Completion,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,1197685,-666121.055154602,1
Satisfaction Threshold,Task Completion,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,130628,-207560.055154602,4008
Composite Threshold,Task Completion,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,NaN,NaN,Inf,210994,-184876.055154602,4389
Random Choice,Task Completion,1,344,0.00115475246465254,0.533872586628942,2.93944963406561,0.73626099411731,0.0518472544119732,0.218887636149394,0.847754670157501,Inf,598084,-1434858.0551546,1
