ThresholdType,CueType,T,N,K,P,Beta,Mu,Sigma,s,l,DOL,TaskSwitches,Loading,TimetoEq
Satisfaction Threshold,Task Demand,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,NaN,NaN,0.350350919284612,970046,-36476.5371065927,1285
Composite Threshold,Task Demand,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,NaN,NaN,0.440329397532454,819779,-57998.5371065927,814
Random Choice,Task Demand,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,0.559389055218336,0.740125777974258,0.000751606029134835,2980223,-19771.5371065927,4925
Response Threshold,Task Completion,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,NaN,NaN,0.0618035849824735,3057332,-164537.537106593,3526
Satisfaction Threshold,Task Completion,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,NaN,NaN,0.0880413698157829,1011694,-150166.537106593,1509
Composite Threshold,Task Completion,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,NaN,NaN,0.143685885224978,1749942,-105221.537106593,1446
Random Choice,Task Completion,8,935,0.00276023242907946,0.818471660288365,4.07421583282415,0.627024120752412,0.708040942743509,0.691530570724321,0.902372044797359,0.000535384914687452,3661033,-3278.53710659267,4926
Response Threshold,Task Demand,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,805041,-449538.969285993,1
Satisfaction Threshold,Task Demand,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,70210,-160425.969285993,1098
Composite Threshold,Task Demand,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,185367,-134976.969285993,3506
Random Choice,Task Demand,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,0.162451147051145,0.619289582091395,Inf,248565,-780280.969285993,1
Response Threshold,Task Completion,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,831366,-431552.969285993,1
Satisfaction Threshold,Task Completion,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,47561,-115119.969285993,3801
Composite Threshold,Task Completion,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,NaN,NaN,Inf,105326,-107065.969285993,3971
Random Choice,Task Completion,1,193,0.00118051842521951,0.75708953069445,9.6810741588415,0.645602495370124,0.273645102947285,0.919899216035122,0.00471202424098527,Inf,9295,-20876.9692859928,4923
Response Threshold,Task Demand,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.138164918836476,2215200,-52419.2460442509,2125
Satisfaction Threshold,Task Demand,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.219115894520854,1040148,-15628.2460442509,936
Composite Threshold,Task Demand,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.371379325618857,958961,-27870.2460442509,647
Random Choice,Task Demand,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,0.0794480363188107,0.145922905410062,0.00234962641128529,413919,-16211.2460442509,4923
Response Threshold,Task Completion,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.204624789747623,2051829,-154353.246044251,1818
Satisfaction Threshold,Task Completion,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.152216868336672,1080895,-119857.246044251,1320
Composite Threshold,Task Completion,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,NaN,NaN,0.323134669607918,1212217,-126936.246044251,1032
Random Choice,Task Completion,2,806,0.00337167898655635,0.800943903225593,5.33785108421634,0.00475021452339308,0.450870606881416,0.439539504956268,0.77898455681597,0.000245304266369773,2265259,19143.7539557491,4613
Response Threshold,Task Demand,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.00335913931364017,2326867,-1144196.79062871,1
Satisfaction Threshold,Task Demand,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.334099513357119,300905,-243974.790628714,4575
Composite Threshold,Task Demand,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.348602425560378,326857,-254389.790628714,3852
Random Choice,Task Demand,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,0.683679767182358,0.0239360955872238,0.00821972685756311,151824,4027.20937128598,4914
Response Threshold,Task Completion,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.0003868941366045,2398787,-1083974.79062871,1
Satisfaction Threshold,Task Completion,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.207950573305656,293375,-234026.790628714,3899
Composite Threshold,Task Completion,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,NaN,NaN,0.244521629034478,325117,-260887.790628714,3110
Random Choice,Task Completion,4,653,0.00124389727162879,0.580328147638272,9.52762281118616,0.763113599951171,0.764102483844934,0.949378419594914,0.0313540087265485,0.00669548029718447,199341,10554.209371286,4906
Response Threshold,Task Demand,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.00382254201944862,3744077,-451043.240640011,1920
Satisfaction Threshold,Task Demand,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.384514714432464,604630,-61132.2406400107,1777
Composite Threshold,Task Demand,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.43695079341911,665620,-96186.2406400107,1348
Random Choice,Task Demand,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,0.852571229171927,0.49672300921667,0.000895143104071736,2727740,8160.75935998932,4897
Response Threshold,Task Completion,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.00965972001868017,3799074,-416377.240640011,3907
Satisfaction Threshold,Task Completion,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.181435651445209,657044,-202449.240640011,1238
Composite Threshold,Task Completion,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,NaN,NaN,0.236434360431815,1217003,-175484.240640011,1348
Random Choice,Task Completion,8,869,0.00190570994514959,0.818797546567944,6.63271003227024,0.501729884139965,0.832886849876244,0.636131082705054,0.382106633953669,0.00127455481615348,2073499,-21172.2406400107,4924
Response Threshold,Task Demand,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,835987,-46751.6792276161,2239
Satisfaction Threshold,Task Demand,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,444122,-20278.6792276161,3172
Composite Threshold,Task Demand,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,419304,-31636.6792276161,1033
Random Choice,Task Demand,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,0.185118275821515,0.298071659451139,Inf,348744,-2757.67922761606,4924
Response Threshold,Task Completion,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,826977,-52425.6792276161,2763
Satisfaction Threshold,Task Completion,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,450115,-33698.6792276161,2170
Composite Threshold,Task Completion,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,NaN,NaN,Inf,470026,-39330.6792276161,1450
Random Choice,Task Completion,1,306,0.00310913638081327,0.768802480322584,6.60291575906707,0.576545604480696,0.574611345661131,0.37980394662056,0.605857484166473,Inf,714724,-569.679227616056,4926
Response Threshold,Task Demand,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.000333550240654287,3468114,-1171791.37636509,1
Satisfaction Threshold,Task Demand,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.214798026673344,353028,-177783.376365093,3588
Composite Threshold,Task Demand,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.201940862443524,631554,-150535.376365093,3034
Random Choice,Task Demand,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,0.903957184393425,0.155168136392493,0.00063974522763753,1062827,-6277.37636509305,4926
Response Threshold,Task Completion,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.000130527801390438,3484584,-1160964.37636509,1
Satisfaction Threshold,Task Completion,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.217836164107253,480195,-453718.376365093,1286
Composite Threshold,Task Completion,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,NaN,NaN,0.22972276309417,876019,-452520.376365093,981
Random Choice,Task Completion,2,802,0.00140336985881449,0.767813095707512,6.32896583922561,0.185935584623878,0.254795995734611,0.502555084162784,0.0824603034248499,0.00135847277803676,568146,15058.623634907,4851
Response Threshold,Task Demand,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.00602048126195322,166342,-47243.720567853,1
Satisfaction Threshold,Task Demand,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.290389093288398,64846,-21041.720567853,2872
Composite Threshold,Task Demand,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.306287542722471,71367,-21584.720567853,2997
Random Choice,Task Demand,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,0.64450757150679,0.160886723278064,0.00179014926392195,64364,190.279432147014,4917
Response Threshold,Task Completion,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.000664143752687734,176757,-38128.720567853,1
Satisfaction Threshold,Task Completion,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.126062400455958,56944,-12332.720567853,2471
Composite Threshold,Task Completion,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,NaN,NaN,0.164339823113039,59580,-11465.720567853,2345
Random Choice,Task Completion,4,50,0.00150175163884768,0.545959432324837,6.61646740242648,0.762846635041809,0.276489194078706,0.489278016448514,0.122918902113909,0.0025219472631315,49217,104.279432147014,4854
Response Threshold,Task Demand,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.00159002062248239,4108305,-2405627.74570915,1
Satisfaction Threshold,Task Demand,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.322088063159535,177910,-585420.745709145,4636
Composite Threshold,Task Demand,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.305048440442701,360981,-498495.745709145,4619
Random Choice,Task Demand,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,0.936051075414371,0.170785267490969,0.00229204552374909,1419794,-988817.745709145,1
Response Threshold,Task Completion,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.000544981432779273,4210556,-2335887.74570915,1
Satisfaction Threshold,Task Completion,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.195828748199911,162835,-556240.745709145,3637
Composite Threshold,Task Completion,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,NaN,NaN,0.190708357740246,367756,-501489.745709145,4009
Random Choice,Task Completion,8,983,0.0011461583664033,0.749267889223297,6.07677619726608,0.524260917085441,0.191666090930102,0.947525808500959,0.887953560301891,0.000455745823507757,4505887,-2608191.74570915,1
Response Threshold,Task Demand,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,4099557,-867573.544510209,1
Satisfaction Threshold,Task Demand,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,333341,-253373.544510209,3459
Composite Threshold,Task Demand,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,1211920,-213830.544510209,2369
Random Choice,Task Demand,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,0.290698590352665,0.112476158798953,Inf,716236,12283.4554897915,4857
Response Threshold,Task Completion,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,4160699,-832609.544510209,1
Satisfaction Threshold,Task Completion,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,368555,-409735.544510209,1425
Composite Threshold,Task Completion,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,NaN,NaN,Inf,1078350,-383711.544510209,792
Random Choice,Task Completion,1,884,0.00167187101426202,0.888987244795983,9.65289719535183,0.125261015967108,0.516515622717628,0.561594889928239,0.22373377447125,Inf,1414886,-10861.5445102085,4925
Response Threshold,Task Demand,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.00081003603127824,1358644,-363114.950560292,1
Satisfaction Threshold,Task Demand,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.212583686736993,156690,-55014.9505602918,3937
Composite Threshold,Task Demand,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.183927191196605,391692,-37414.9505602918,2798
Random Choice,Task Demand,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,0.846574619313093,0.242169049896761,0.00052972627549431,582869,-3905.95056029176,4915
Response Threshold,Task Completion,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.000136657649905064,1379161,-349215.950560292,1
Satisfaction Threshold,Task Completion,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.193648558900615,206899,-181995.950560292,503
Composite Threshold,Task Completion,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,NaN,NaN,0.203608744657991,451710,-171594.950560292,783
Random Choice,Task Completion,2,310,0.00153755738024734,0.8019303238831,2.78371026294076,0.00980990182096386,0.268025140217338,0.818873715912787,0.226328451668228,0.000543828858779767,550330,4442.04943970824,4878
Response Threshold,Task Demand,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.117349199395878,603380,-56657.9827180753,789
Satisfaction Threshold,Task Demand,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.00486955136636405,1137009,60445.0172819247,2368
Composite Threshold,Task Demand,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.176912391286628,630631,-57745.9827180753,526
Random Choice,Task Demand,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,0.170262911904317,0.436076201464752,0.0015151139258087,499456,10294.0172819247,4541
Response Threshold,Task Completion,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.0661174041846968,1043006,312747.017281925,1048
Satisfaction Threshold,Task Completion,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.0107281662446922,1023457,205230.017281925,573
Composite Threshold,Task Completion,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,NaN,NaN,0.0786493980429452,676133,-1659.98271807528,921
Random Choice,Task Completion,4,407,0.00434360372366327,0.596583888125703,7.1785749034051,0.865698780519452,0.181323149980427,0.276138745324257,0.728994980749551,0.000752920479131645,815274,-3334.98271807528,4926
Response Threshold,Task Demand,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.00460653592148328,366394,-152891.370748108,1
Satisfaction Threshold,Task Demand,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.448391079701908,61570,-18399.3707481082,4361
Composite Threshold,Task Demand,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.492061196544534,44918,-29553.3707481082,3497
Random Choice,Task Demand,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,0.904543132595931,0.0918784424630192,0.00519676330812773,90406,-1260.37074810819,4900
Response Threshold,Task Completion,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.000964716887496824,378990,-140790.370748108,1
Satisfaction Threshold,Task Completion,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.22706401061847,75514,-33910.3707481082,2629
Composite Threshold,Task Completion,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,NaN,NaN,0.291277621789437,75727,-35862.3707481082,2515
Random Choice,Task Completion,8,108,0.00131887356517463,0.541360182484801,7.98278544900391,0.804333516648311,0.872781653055307,0.547377527979568,0.0572178285824894,0.00780849420351343,56228,-2858.37074810819,4888
Response Threshold,Task Demand,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,3409887,-3079309.16080401,1
Satisfaction Threshold,Task Demand,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,685678,-3219226.16080401,1
Composite Threshold,Task Demand,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,1533436,-1811657.16080401,1
Random Choice,Task Demand,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,0.551675697523372,0.486389534958973,Inf,2223031,-2775090.16080401,1
Response Threshold,Task Completion,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,3978061,-2749666.16080401,1
Satisfaction Threshold,Task Completion,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,23318,-847120.160804008,1
Composite Threshold,Task Completion,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,NaN,NaN,Inf,149438,-837218.160804008,160
Random Choice,Task Completion,1,860,0.00101959133672294,0.860389292155337,1.27364811314332,0.352870441064981,0.550606604919264,0.778960301517765,0.521319199087655,Inf,2687509,-2486662.16080401,1
Response Threshold,Task Demand,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.0133029026619689,1952857,-152261.776476722,4483
Satisfaction Threshold,Task Demand,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.466816444637366,35401,-103192.776476722,2638
Composite Threshold,Task Demand,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.327146921722388,590168,-56447.7764767215,1791
Random Choice,Task Demand,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,0.128808935925908,0.113574879892853,0.00176348970088691,261579,8192.22352327849,4812
Response Threshold,Task Completion,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.0447443679448202,1941304,-157913.776476722,3541
Satisfaction Threshold,Task Completion,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.311923988933774,36232,-135115.776476722,618
Composite Threshold,Task Completion,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,NaN,NaN,0.248954158512415,691513,-82476.7764767215,1494
Random Choice,Task Completion,2,434,0.00227582436014277,0.984288081341459,5.61757119897231,0.396675248123887,0.648708944921498,0.604246209500447,0.538903863119137,0.000268001304128157,1236796,2555.22352327849,4897
Response Threshold,Task Demand,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.0033267573477142,2925751,-907144.997249279,1
Satisfaction Threshold,Task Demand,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.286587386982542,621770,-138327.997249279,4103
Composite Threshold,Task Demand,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.287152440293146,733344,-151599.997249279,2998
Random Choice,Task Demand,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,0.689142348771408,0.147332081949233,0.00147190397357981,952515,18418.0027507208,4860
Response Threshold,Task Completion,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.000356201101989024,3044621,-812360.997249279,1
Satisfaction Threshold,Task Completion,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.156283777068581,784615,-364888.997249279,1775
Composite Threshold,Task Completion,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,NaN,NaN,0.201566353644122,1009886,-359728.997249279,1738
Random Choice,Task Completion,4,785,0.00146488748794174,0.633676438324503,3.56045043896435,0.092863604837047,0.537432109083405,0.389271036289212,0.0885111245994581,0.00270650340088678,566980,-18263.9972492792,4923
Response Threshold,Task Demand,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.00316973098012978,4568484,-3335306.16053321,1
Satisfaction Threshold,Task Demand,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.468987612046505,12404,-960544.160533208,4338
Composite Threshold,Task Demand,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.470357659518823,13512,-855355.160533208,4723
Random Choice,Task Demand,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,0.390575600733084,0.64775642834849,0.00106092545862468,2395337,-3914258.16053321,1
Response Threshold,Task Completion,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.000393290894881356,4765968,-3230827.16053321,1
Satisfaction Threshold,Task Completion,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.514650116461524,1776,-870029.160533208,4710
Composite Threshold,Task Completion,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,NaN,NaN,0.500292997435731,2133,-848718.160533208,4735
Random Choice,Task Completion,8,983,0.00102340857805008,0.940755303998793,8.04091487282023,0.719519652183631,0.851056174247412,0.243323466099293,0.940730160138079,0.00107815479710445,1902782,-4751786.16053321,1
Response Threshold,Task Demand,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,820511,-581783.832542347,1
Satisfaction Threshold,Task Demand,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,79295,-616994.832542347,1
Composite Threshold,Task Demand,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,219954,-220148.832542347,1
Random Choice,Task Demand,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,0.802714967357412,0.265230248335192,Inf,374711,-319242.832542347,1
Response Threshold,Task Completion,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,903604,-537041.832542347,1
Satisfaction Threshold,Task Completion,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,12421,-169878.832542347,175
Composite Threshold,Task Completion,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,NaN,NaN,Inf,138268,-162369.832542347,1197
Random Choice,Task Completion,1,188,0.00110017242296579,0.925417153728643,1.83787834481711,0.109983017304094,0.454883782792682,0.0664584182761002,0.147620970439327,Inf,86001,-735520.832542347,1
Response Threshold,Task Demand,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.0045489095037895,1752376,-881280.383412476,1
Satisfaction Threshold,Task Demand,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.189937824017268,220997,-308828.383412476,4294
Composite Threshold,Task Demand,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.171446306628924,462466,-188654.383412476,4670
Random Choice,Task Demand,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,0.629248706357737,0.0409475420617462,0.00245720105906215,167574,5502.6165875236,4905
Response Threshold,Task Completion,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.000145008719029742,1876301,-799647.383412476,1
Satisfaction Threshold,Task Completion,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.14018379676698,210706,-288841.383412476,1458
Composite Threshold,Task Completion,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,NaN,NaN,0.152052843820867,484842,-268817.383412476,2031
Random Choice,Task Completion,2,437,0.0012811352114835,0.75247479747845,2.70535398001091,0.162905660661241,0.596204294317499,0.175878794086461,0.0117059508201762,0.0099127694358089,48642,-615.383412476396,4871
Response Threshold,Task Demand,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.00577262833212846,1974205,-1452416.07817741,1
Satisfaction Threshold,Task Demand,4,625,0.00111493523053806,0.516239881612361,2.48278901663572,0.404915868311867,0.917739871171811,NaN,NaN,0.251761155155752,329780,-579172.078177411,3519
